Company,Sector,Industry,Revenue,Profits,Employees
TESLA,Healthcare,Banking Sector,417221,24349,39748
AMAZON,Technology,Pharmaceutical,766453,36779,30516
ORACLE,Banking,Banking Sector,347626,47221,34005
WALMART,Technology,Pharmaceutical,557101,70494,48711
AMAZON,Technology,Pharmaceutical,236535,22569,49854
ORACLE,Automobile,Banking Sector,347828,40074,68825
ORACLE,Banking,Petroleum,499662,70640,47679
NETFLIX,Technology,Vehicle Manufacturing,611546,76828,31692
AMAZON,Retailing,Petroleum,319057,44633,58464
WALMART,Energy,Healthcare,128543,74792,77276
GOOGLE,Banking,Stocks,739982,85803,87741
ORACLE,Energy,Stocks,197064,52188,59229
GOOGLE,Banking,Healthcare,228695,44899,66567
AMAZON,Pharma,Software,785741,55201,53926
ORACLE,Pharma,Vehicle Manufacturing,655818,45156,37716
MICROSOFT,Pharma,Stocks,677162,82691,66431
META,Energy,Vehicle Manufacturing,745770,91243,69989
APPLE,Pharma,Banking Sector,536441,89958,84674
GOOGLE,Technology,Stocks,683250,94620,80070
MICROSOFT,Energy,Stocks,657478,70046,54708
WALMART,Automobile,Banking Sector,524607,67692,60935
MICROSOFT,Banking,Petroleum,512824,93702,82836
AMAZON,Banking,Pharmaceutical,255834,72090,36532
ADOBE,Healthcare,Software,769021,60965,66516
ORACLE,Technology,General,613462,63132,76625
ORACLE,Technology,Banking Sector,273742,14355,86148
MICROSOFT,Energy,General,657330,39918,79537
NETFLIX,Pharma,Vehicle Manufacturing,155097,67921,60990
AMAZON,Energy,Pharmaceutical,741356,65555,47143
IBM,Technology,Healthcare,509610,80605,71281
WALMART,Healthcare,Stocks,813466,74340,74992
APPLE,Technology,Vehicle Manufacturing,750486,84282,81200
GOOGLE,Technology,Stocks,761597,18660,39961
ADOBE,Energy,General,586003,61031,41798
ADOBE,Pharma,Vehicle Manufacturing,408726,45477,67649
WALMART,Pharma,Petroleum,489016,87908,74536
ORACLE,Technology,Software,630222,46336,46112
ADOBE,Technology,Stocks,208229,91361,62269
APPLE,Retailing,General,560052,39879,88657
ADOBE,Pharma,Healthcare,302171,40214,50039
AMAZON,Automobile,Healthcare,402888,22309,53968
GOOGLE,Technology,Healthcare,709960,66206,61453
WALMART,Energy,Petroleum,798568,68674,86213
IBM,Energy,Pharmaceutical,665404,57148,78827
TESLA,Technology,Software,194655,43015,66744
ADOBE,Energy,Vehicle Manufacturing,671461,47862,53660
AMAZON,Automobile,Petroleum,575979,31951,48303
AMAZON,Energy,Healthcare,702885,77819,88382
TESLA,Healthcare,Healthcare,368323,16422,72700
ADOBE,Energy,Petroleum,672720,91276,82766
ORACLE,Healthcare,Petroleum,273722,38980,79034
WALMART,Pharma,Vehicle Manufacturing,601998,39765,68892
META,Pharma,Vehicle Manufacturing,153310,14478,64507
NETFLIX,Banking,General,812335,74783,64356
APPLE,Energy,General,354284,38311,40671
WALMART,Healthcare,Vehicle Manufacturing,330740,24449,41689
WALMART,Healthcare,Banking Sector,802204,24534,81058
WALMART,Healthcare,Software,584084,66696,69125
AMAZON,Retailing,Vehicle Manufacturing,622386,26757,88247
MICROSOFT,Pharma,General,705075,83821,53619
WALMART,Technology,Banking Sector,395253,31088,48097
APPLE,Technology,Stocks,654532,33639,61582
MICROSOFT,Technology,Banking Sector,431991,30557,35732
GOOGLE,Energy,Software,178538,64147,51197
META,Healthcare,General,314514,45054,47473
ORACLE,Retailing,General,736304,80158,38122
ADOBE,Pharma,Petroleum,704146,59797,49379
AMAZON,Technology,Banking Sector,844300,12494,33081
TESLA,Pharma,Banking Sector,222027,67565,62909
ORACLE,Technology,Banking Sector,270191,85974,46020
ORACLE,Energy,Petroleum,148429,70398,88601
MICROSOFT,Automobile,Stocks,180865,80253,84420
AMAZON,Retailing,Stocks,498137,69606,47399
NETFLIX,Energy,Pharmaceutical,794775,44165,64383
APPLE,Automobile,Healthcare,811885,45495,84987
ADOBE,Banking,Vehicle Manufacturing,662622,16264,40685
MICROSOFT,Energy,General,637392,13980,41829
NETFLIX,Banking,Software,266392,67270,32713
IBM,Pharma,General,371388,79635,85857
IBM,Energy,Banking Sector,774689,12683,87191
TESLA,Automobile,General,607530,93505,64472
GOOGLE,Energy,Petroleum,435326,85752,49190
ADOBE,Technology,Petroleum,248859,63108,79251
ADOBE,Pharma,Vehicle Manufacturing,387285,92953,85363
TESLA,Healthcare,Pharmaceutical,810452,82507,67926
WALMART,Healthcare,Software,828205,16408,69295
NETFLIX,Banking,Pharmaceutical,728787,60777,51126
ADOBE,Energy,General,182718,13766,72646
WALMART,Healthcare,General,637960,42750,54110
APPLE,Technology,Banking Sector,812091,39642,48141
AMAZON,Energy,Stocks,735955,84196,34317
ADOBE,Pharma,Software,675735,40631,84064
TESLA,Technology,General,734945,14600,60320
IBM,Automobile,General,257531,89785,31636
GOOGLE,Banking,General,836662,26033,44659
MICROSOFT,Healthcare,Stocks,625204,79302,30976
TESLA,Technology,Petroleum,720193,25285,85887
ADOBE,Pharma,Healthcare,610801,75003,84684
MICROSOFT,Healthcare,Banking Sector,570270,76154,34635
TESLA,Energy,Banking Sector,478832,64344,66016
GOOGLE,Technology,General,557126,90864,33417
AMAZON,Pharma,Pharmaceutical,152413,37024,65661
META,Energy,Healthcare,835318,58562,85077
TESLA,Automobile,Vehicle Manufacturing,284752,36620,74509
ORACLE,Energy,Vehicle Manufacturing,592345,91308,53359
MICROSOFT,Healthcare,Healthcare,587389,76275,68917
GOOGLE,Banking,Banking Sector,621623,48692,32397
ORACLE,Automobile,Healthcare,605058,61539,83646
APPLE,Healthcare,Stocks,711553,82074,54494
ORACLE,Banking,Stocks,742870,77996,31328
APPLE,Retailing,Pharmaceutical,538306,19504,48972
IBM,Retailing,Stocks,481164,84334,30506
ADOBE,Healthcare,Pharmaceutical,719295,58118,78415
IBM,Technology,General,504561,58765,68199
NETFLIX,Healthcare,Software,265104,79028,61336
AMAZON,Energy,Petroleum,680093,58467,55481
META,Healthcare,Vehicle Manufacturing,350612,33833,77360
IBM,Automobile,Stocks,348625,87732,38931
NETFLIX,Energy,Software,318755,44094,86567
ADOBE,Energy,Healthcare,658187,18012,58960
META,Healthcare,Pharmaceutical,398630,34702,35475
ADOBE,Pharma,Banking Sector,172007,51272,74102
META,Pharma,Pharmaceutical,613549,64609,48457
ADOBE,Banking,Petroleum,487464,18049,75712
META,Pharma,Banking Sector,670620,53473,42845
GOOGLE,Automobile,Vehicle Manufacturing,261162,56794,81112
GOOGLE,Healthcare,Software,222276,67204,69511
ADOBE,Energy,Pharmaceutical,298651,94003,46882
TESLA,Pharma,Software,727099,65594,45502
ORACLE,Automobile,Pharmaceutical,527338,19380,36656
MICROSOFT,Pharma,Pharmaceutical,453167,22582,76524
MICROSOFT,Healthcare,General,264624,90107,73904
TESLA,Healthcare,General,371121,14178,43391
WALMART,Automobile,Stocks,152486,90857,53907
NETFLIX,Healthcare,Stocks,489350,14867,86112
ORACLE,Automobile,Banking Sector,790426,29578,37546
ADOBE,Pharma,Software,396122,28917,34118
APPLE,Automobile,Vehicle Manufacturing,417610,62162,60636
NETFLIX,Retailing,Software,539958,15590,60713
NETFLIX,Healthcare,General,579364,91623,49193
GOOGLE,Technology,Stocks,284645,35048,72638
ORACLE,Healthcare,Banking Sector,256111,92980,45139
AMAZON,Energy,Petroleum,519602,48546,66921
META,Pharma,Pharmaceutical,628527,94154,46808
APPLE,Technology,General,632218,64574,64120
IBM,Retailing,General,197159,11555,45297
ORACLE,Automobile,Petroleum,400920,89539,86948
WALMART,Banking,Pharmaceutical,756394,32904,42449
NETFLIX,Technology,Petroleum,808156,66770,60139
META,Healthcare,Pharmaceutical,594865,72246,43664
IBM,Retailing,Healthcare,405774,23289,36768
META,Healthcare,General,278533,72229,38803
TESLA,Banking,Healthcare,473849,56907,67385
META,Retailing,Stocks,845760,77404,79408
NETFLIX,Pharma,Software,192738,72935,72843
META,Energy,General,317909,46126,63139
MICROSOFT,Pharma,Petroleum,273292,15893,84344
NETFLIX,Banking,Petroleum,834889,55250,52242
TESLA,Pharma,Stocks,675816,38617,59700
META,Healthcare,Banking Sector,314775,30605,42619
ORACLE,Automobile,Banking Sector,489023,21663,78089
ORACLE,Healthcare,Petroleum,717769,29603,62476
WALMART,Energy,Pharmaceutical,224284,11277,57629
META,Energy,Banking Sector,667950,80577,79979
MICROSOFT,Energy,Vehicle Manufacturing,280638,53961,75424
AMAZON,Technology,Pharmaceutical,243378,87494,80225
IBM,Technology,Petroleum,546045,77103,89250
AMAZON,Technology,Stocks,652076,26306,41522
ORACLE,Pharma,Banking Sector,405797,33362,53579
APPLE,Energy,Healthcare,439915,49603,38815
NETFLIX,Banking,Stocks,149016,46743,62380
IBM,Banking,Pharmaceutical,689156,85016,32148
AMAZON,Technology,Pharmaceutical,736621,50694,78852
META,Pharma,Banking Sector,335763,49949,45355
MICROSOFT,Technology,Vehicle Manufacturing,537543,66376,56513
APPLE,Energy,Banking Sector,283348,41279,57473
TESLA,Retailing,Healthcare,683156,32169,80143
GOOGLE,Technology,Banking Sector,137275,34939,53107
AMAZON,Technology,Stocks,710310,92666,47182
NETFLIX,Banking,Healthcare,157693,54869,45146
META,Healthcare,Pharmaceutical,143661,88126,64440
NETFLIX,Automobile,Petroleum,759078,81081,55431
ADOBE,Banking,Vehicle Manufacturing,417632,67616,58442
ORACLE,Pharma,Healthcare,506501,32055,46276
AMAZON,Energy,Software,229586,32359,38007
WALMART,Retailing,Stocks,824272,74604,87715
APPLE,Technology,Petroleum,723292,29124,72354
WALMART,Retailing,Banking Sector,591646,42183,61805
WALMART,Banking,Healthcare,750930,41407,89211
GOOGLE,Energy,General,202796,90819,41347
GOOGLE,Automobile,Petroleum,727654,67214,88700
META,Healthcare,General,360797,26719,30813
ORACLE,Healthcare,Healthcare,643232,26443,80415
AMAZON,Technology,Stocks,146725,52182,87017
MICROSOFT,Banking,Healthcare,604517,75653,52005
MICROSOFT,Technology,Stocks,678746,47139,84453
META,Banking,Pharmaceutical,382520,39976,35409
ORACLE,Banking,Stocks,209475,64027,58448
ADOBE,Banking,Pharmaceutical,424768,55339,78272
APPLE,Banking,Software,831275,44706,42246
IBM,Automobile,Software,668981,40743,31795
APPLE,Energy,Software,497848,33459,82733
ORACLE,Automobile,Banking Sector,842321,78133,42542
NETFLIX,Energy,Stocks,707274,90323,56019
NETFLIX,Healthcare,Petroleum,133504,67759,72894
MICROSOFT,Technology,General,629197,32520,36345
AMAZON,Healthcare,Stocks,538739,56102,46187
ORACLE,Healthcare,Healthcare,693926,32137,37560
AMAZON,Technology,General,695022,84712,56762
ADOBE,Retailing,Pharmaceutical,823591,41546,41428
IBM,Healthcare,Pharmaceutical,612588,49249,67914
MICROSOFT,Banking,Banking Sector,391617,86192,50062
IBM,Technology,Software,514374,78662,60751
META,Banking,Vehicle Manufacturing,812680,88366,64476
META,Pharma,Vehicle Manufacturing,146884,84420,59287
APPLE,Pharma,Healthcare,509535,46181,75895
GOOGLE,Automobile,Vehicle Manufacturing,257931,89903,43833
IBM,Automobile,Software,162590,75226,59294
GOOGLE,Healthcare,Healthcare,817540,15563,73819
TESLA,Banking,Vehicle Manufacturing,576291,87112,49254
IBM,Automobile,Stocks,163683,43677,37357
ORACLE,Healthcare,Petroleum,470139,72077,42819
IBM,Energy,Healthcare,157315,57602,69759
NETFLIX,Technology,Vehicle Manufacturing,144822,58562,31742
ORACLE,Banking,General,384008,54549,36066
AMAZON,Healthcare,Healthcare,660261,63512,32726
ADOBE,Banking,General,144801,84363,37102
TESLA,Healthcare,Stocks,297307,29623,65778
MICROSOFT,Retailing,General,136521,64016,50640
ORACLE,Automobile,Pharmaceutical,300291,46863,50874
AMAZON,Technology,Software,292928,41916,66967
NETFLIX,Technology,Stocks,429788,32852,73478
GOOGLE,Banking,Stocks,583689,24265,56197
META,Retailing,Healthcare,541042,64868,32863
ORACLE,Retailing,Pharmaceutical,391893,52530,40896
ADOBE,Pharma,General,795418,53355,86423
ADOBE,Banking,Petroleum,355283,32110,43356
META,Technology,Banking Sector,378721,59215,85878
META,Pharma,Banking Sector,366353,90622,75631
ADOBE,Banking,Banking Sector,809842,58851,69589
GOOGLE,Pharma,Petroleum,462683,92957,78914
IBM,Healthcare,Banking Sector,451022,72858,83185
MICROSOFT,Automobile,Banking Sector,324849,22578,67496
MICROSOFT,Retailing,Vehicle Manufacturing,522143,55497,39421
WALMART,Technology,Healthcare,459276,46754,56607
IBM,Retailing,General,501792,93459,50020
MICROSOFT,Pharma,Petroleum,341047,28651,40276
ORACLE,Banking,Banking Sector,569184,15082,33206
IBM,Technology,Petroleum,431588,55705,50078
META,Pharma,Healthcare,573786,47008,86473
MICROSOFT,Automobile,Pharmaceutical,658197,29477,74093
NETFLIX,Retailing,Healthcare,278296,85590,73088
AMAZON,Automobile,Petroleum,709894,76972,70291
IBM,Pharma,Vehicle Manufacturing,332015,57080,80255
TESLA,Healthcare,Petroleum,274446,45530,58733
APPLE,Energy,Healthcare,227136,94947,39526
ADOBE,Healthcare,General,261771,94608,34790
ADOBE,Technology,Petroleum,420872,88042,76223
GOOGLE,Technology,Pharmaceutical,221683,68399,36771
APPLE,Banking,Petroleum,756240,22959,81726
ORACLE,Energy,General,297481,30998,80633
ADOBE,Healthcare,General,559976,43945,41380
APPLE,Energy,Vehicle Manufacturing,329254,38317,73768
GOOGLE,Technology,General,320585,67959,63615
MICROSOFT,Pharma,Software,183430,14905,60201
MICROSOFT,Energy,Banking Sector,326146,81326,73065
IBM,Technology,Petroleum,380240,66663,35698
IBM,Healthcare,Banking Sector,166808,63772,50322
META,Healthcare,Banking Sector,523701,62853,36181
MICROSOFT,Pharma,Vehicle Manufacturing,200617,21401,33515
META,Automobile,Pharmaceutical,601362,40664,49073
APPLE,Banking,Healthcare,575136,24281,82435
WALMART,Pharma,Pharmaceutical,161882,63596,36199
ADOBE,Banking,Banking Sector,409789,67974,80386
APPLE,Healthcare,General,663236,24162,34495
AMAZON,Energy,Vehicle Manufacturing,457320,11922,43392
GOOGLE,Healthcare,General,598438,74894,78999
GOOGLE,Automobile,Petroleum,469215,67571,84652
AMAZON,Energy,Healthcare,836642,42934,37267
WALMART,Energy,Software,548990,79703,76969
ADOBE,Healthcare,Vehicle Manufacturing,362760,82173,65606
MICROSOFT,Energy,Vehicle Manufacturing,812439,38386,74844
APPLE,Technology,Pharmaceutical,451711,54615,85378
WALMART,Technology,Stocks,508599,31212,66833
ADOBE,Retailing,Petroleum,284325,85061,54330
ADOBE,Retailing,Petroleum,362896,15984,45708
ORACLE,Retailing,Pharmaceutical,597367,33559,71810
MICROSOFT,Pharma,General,135243,60177,59213
GOOGLE,Pharma,Stocks,465201,33170,85082
ADOBE,Healthcare,Pharmaceutical,316094,38033,45699
WALMART,Healthcare,Petroleum,806581,22326,43610
GOOGLE,Automobile,Software,345254,47331,39133
IBM,Automobile,Vehicle Manufacturing,731275,70678,86852
TESLA,Automobile,General,757179,91828,73910
AMAZON,Banking,Pharmaceutical,507455,32705,84263
GOOGLE,Technology,Banking Sector,725989,73964,80329
TESLA,Pharma,Pharmaceutical,827627,59126,50492
ADOBE,Retailing,Software,355131,11500,52743
AMAZON,Technology,Vehicle Manufacturing,369146,93508,84458
APPLE,Pharma,Petroleum,793485,79229,82862
MICROSOFT,Retailing,Petroleum,498652,86014,51323
META,Retailing,Vehicle Manufacturing,593729,67202,73624
AMAZON,Automobile,Software,546995,15652,52355
TESLA,Technology,Stocks,801248,70194,67115
META,Healthcare,Stocks,649831,83066,39462
ADOBE,Healthcare,Vehicle Manufacturing,334061,56475,66422
WALMART,Energy,Healthcare,276817,20391,33857
TESLA,Pharma,Banking Sector,492891,61769,51137
META,Automobile,General,246173,76167,64909
GOOGLE,Healthcare,Stocks,567953,77408,65627
TESLA,Pharma,Banking Sector,211056,57428,52654
WALMART,Technology,Vehicle Manufacturing,473212,68489,73438
AMAZON,Technology,Vehicle Manufacturing,802347,90904,37303
META,Retailing,Healthcare,246744,43768,75896
APPLE,Energy,Petroleum,471442,43300,52921
ADOBE,Pharma,Petroleum,321962,72576,32853
GOOGLE,Automobile,Stocks,184376,13240,86716
ORACLE,Pharma,Stocks,177826,91216,45864
ORACLE,Automobile,Pharmaceutical,423961,19561,64617
IBM,Energy,Vehicle Manufacturing,745551,55935,74574
WALMART,Technology,Software,192833,50364,34622
ORACLE,Healthcare,General,392943,65771,53037
META,Retailing,Petroleum,227331,83365,59289
GOOGLE,Pharma,Pharmaceutical,339705,54466,70776
META,Pharma,General,328227,60135,55037
ORACLE,Technology,Petroleum,565061,89395,69461
AMAZON,Automobile,General,642013,75818,72284
AMAZON,Healthcare,Pharmaceutical,155019,40714,37171
WALMART,Technology,Banking Sector,758619,54808,88673
MICROSOFT,Retailing,Banking Sector,137988,77459,74145
ORACLE,Pharma,General,400886,29353,54738
META,Retailing,Vehicle Manufacturing,739763,65447,55420
AMAZON,Retailing,Pharmaceutical,745801,47111,83099
META,Energy,Vehicle Manufacturing,780146,35113,51407
TESLA,Automobile,Vehicle Manufacturing,718936,27801,46392
NETFLIX,Banking,Banking Sector,679727,46956,33853
MICROSOFT,Healthcare,Banking Sector,274317,64591,39199
IBM,Retailing,General,427816,12586,60978
AMAZON,Energy,Pharmaceutical,377218,72791,37327
APPLE,Technology,Healthcare,223181,52971,44970
TESLA,Technology,Stocks,185280,45148,32196
AMAZON,Technology,Vehicle Manufacturing,334605,69826,55747
MICROSOFT,Technology,Banking Sector,653493,65481,81620
TESLA,Technology,Pharmaceutical,504837,21760,45662
GOOGLE,Pharma,Healthcare,249628,22399,46027
META,Technology,Healthcare,423800,83321,73274
MICROSOFT,Technology,Vehicle Manufacturing,377965,73574,33980
IBM,Retailing,Vehicle Manufacturing,646247,93044,61898
APPLE,Automobile,Pharmaceutical,190643,47248,80637
GOOGLE,Pharma,Stocks,396468,81116,65054
MICROSOFT,Technology,Pharmaceutical,412537,66987,64898
GOOGLE,Banking,General,405821,13536,35338
AMAZON,Technology,Software,767482,47697,69041
AMAZON,Technology,General,793257,65157,52969
TESLA,Energy,Healthcare,390148,72474,67295
ORACLE,Banking,Software,529495,53836,34693
MICROSOFT,Pharma,Vehicle Manufacturing,178621,23548,44134
IBM,Retailing,Stocks,219368,14811,61857
WALMART,Technology,Healthcare,303693,47999,60206
GOOGLE,Automobile,Petroleum,278873,94791,38390
ADOBE,Automobile,Healthcare,744194,51667,64573
ADOBE,Technology,Pharmaceutical,717837,77071,58589
TESLA,Healthcare,Healthcare,454872,11660,39540
AMAZON,Healthcare,Banking Sector,129141,24395,47144
NETFLIX,Pharma,Software,584266,39435,53026
MICROSOFT,Banking,Vehicle Manufacturing,665446,66643,74953
NETFLIX,Automobile,Vehicle Manufacturing,191693,69141,71149
APPLE,Retailing,Software,615352,56806,78670
TESLA,Technology,Petroleum,146157,70158,75086
GOOGLE,Healthcare,Pharmaceutical,676251,39066,50681
IBM,Healthcare,Vehicle Manufacturing,626418,11679,36893
APPLE,Retailing,Software,616309,54561,57440
ORACLE,Pharma,Vehicle Manufacturing,825410,92824,76632
ORACLE,Pharma,Pharmaceutical,545160,73868,75570
MICROSOFT,Pharma,Banking Sector,319749,33743,36959
TESLA,Automobile,Vehicle Manufacturing,544948,47089,79223
ORACLE,Healthcare,General,615203,22344,69333
APPLE,Automobile,Pharmaceutical,475549,71648,76779
APPLE,Technology,Stocks,416473,62994,40032
TESLA,Energy,Vehicle Manufacturing,522625,77361,87604
APPLE,Energy,Petroleum,196927,93578,67930
ADOBE,Automobile,Stocks,457951,88751,78571
ADOBE,Pharma,Software,631407,61502,37795
GOOGLE,Automobile,Banking Sector,360513,20507,48539
APPLE,Banking,General,158254,34643,45239
META,Healthcare,Vehicle Manufacturing,624787,38932,58443
APPLE,Energy,Petroleum,591147,19923,45344
NETFLIX,Energy,Pharmaceutical,478574,90819,78926
GOOGLE,Retailing,Vehicle Manufacturing,395127,85189,69521
META,Banking,Banking Sector,209774,27442,49495
NETFLIX,Technology,Stocks,484309,56431,69474
ORACLE,Banking,Vehicle Manufacturing,750056,35351,89739
MICROSOFT,Technology,Healthcare,243187,46194,82898
GOOGLE,Healthcare,Banking Sector,526431,15872,42559
ORACLE,Technology,Healthcare,620075,37712,45927
TESLA,Technology,Pharmaceutical,807071,80091,57167
APPLE,Automobile,Petroleum,837591,54043,72162
APPLE,Energy,Banking Sector,447416,78236,61414
ADOBE,Healthcare,Healthcare,743081,16180,31987
GOOGLE,Banking,General,654801,90255,36979
ADOBE,Technology,Vehicle Manufacturing,416880,63824,54677
ADOBE,Retailing,Pharmaceutical,715151,48132,34675
AMAZON,Retailing,Software,463803,49732,75122
MICROSOFT,Technology,Software,241507,50477,71276
IBM,Automobile,Pharmaceutical,648793,94101,36945
ORACLE,Automobile,Pharmaceutical,740137,88716,80919
NETFLIX,Banking,Pharmaceutical,607196,32591,89509
MICROSOFT,Healthcare,Vehicle Manufacturing,535964,21878,77293
IBM,Automobile,Vehicle Manufacturing,200437,46584,62357
APPLE,Retailing,Software,764086,45032,72073
APPLE,Energy,Vehicle Manufacturing,200011,23883,36812
META,Retailing,Pharmaceutical,596878,83253,70381
IBM,Energy,Vehicle Manufacturing,492484,42429,78306
ADOBE,Automobile,Petroleum,779793,33547,46409
APPLE,Technology,Petroleum,271466,17468,40129
TESLA,Pharma,Banking Sector,500506,51386,83156
AMAZON,Healthcare,Petroleum,607699,34022,56552
META,Banking,Healthcare,199018,29793,87391
TESLA,Retailing,Pharmaceutical,170044,44194,59824
GOOGLE,Technology,Petroleum,616848,44096,54310
WALMART,Banking,Vehicle Manufacturing,188078,29992,78370
NETFLIX,Healthcare,Software,194963,51679,32297
NETFLIX,Retailing,General,773544,61477,71175
MICROSOFT,Technology,Software,832487,83690,54954
ADOBE,Pharma,Software,226361,44083,46371
TESLA,Automobile,Vehicle Manufacturing,785000,94499,32549
APPLE,Pharma,Vehicle Manufacturing,597852,81338,30016
WALMART,Technology,General,194470,42792,43199
APPLE,Retailing,Pharmaceutical,768729,12854,41674
ORACLE,Automobile,Banking Sector,216786,18772,76602
AMAZON,Banking,Petroleum,738483,38664,87849
TESLA,Technology,Petroleum,827919,56275,50082
APPLE,Energy,Vehicle Manufacturing,302976,64628,66993
WALMART,Energy,Banking Sector,231368,85629,62038
ORACLE,Retailing,Banking Sector,433063,69978,57411
TESLA,Banking,General,730573,46051,36069
ORACLE,Pharma,Vehicle Manufacturing,359149,24721,67830
ORACLE,Healthcare,General,382357,55743,62560
TESLA,Technology,Vehicle Manufacturing,314292,31709,47509
AMAZON,Healthcare,Petroleum,374843,86455,87575
WALMART,Retailing,Pharmaceutical,319979,78984,61510
GOOGLE,Automobile,Vehicle Manufacturing,462093,20085,75707
IBM,Banking,Pharmaceutical,161462,32071,85058
APPLE,Healthcare,General,647384,35663,37695
WALMART,Technology,Vehicle Manufacturing,826061,58776,40754
NETFLIX,Automobile,Software,548748,71145,58049
MICROSOFT,Pharma,Petroleum,610857,20485,31869
ADOBE,Banking,Healthcare,390157,19536,32203
NETFLIX,Retailing,Vehicle Manufacturing,388659,76388,71208
TESLA,Retailing,Healthcare,214862,73722,76628
NETFLIX,Technology,Petroleum,402797,68740,77922
WALMART,Pharma,Stocks,444946,44726,65458
IBM,Healthcare,Banking Sector,579827,47527,38669
NETFLIX,Energy,Healthcare,771464,66916,70158
ADOBE,Energy,Petroleum,489703,25870,73839
IBM,Automobile,Petroleum,381894,24329,85200
ADOBE,Banking,Software,202031,85930,51610
ORACLE,Technology,Pharmaceutical,524971,34573,46178
APPLE,Banking,Petroleum,785033,39540,62308
IBM,Healthcare,Healthcare,280241,72233,56028
NETFLIX,Energy,Stocks,556562,76974,53552
MICROSOFT,Technology,Software,434978,51393,33015
IBM,Banking,Pharmaceutical,324362,63583,57717
WALMART,Energy,Pharmaceutical,575247,85664,30792
GOOGLE,Energy,Vehicle Manufacturing,544676,65952,79280
ADOBE,Banking,Banking Sector,173762,27510,67655
TESLA,Automobile,Petroleum,655888,86154,44887
MICROSOFT,Technology,Pharmaceutical,585572,27473,45776
ORACLE,Retailing,Pharmaceutical,675452,80283,76970
APPLE,Automobile,Petroleum,766627,63742,44902
IBM,Energy,Stocks,720527,19278,64733
ORACLE,Technology,Vehicle Manufacturing,661743,61468,40150
IBM,Healthcare,Stocks,441650,40968,67289
APPLE,Banking,Petroleum,495694,90477,73967
META,Banking,Healthcare,283606,46152,66628
WALMART,Banking,Healthcare,843832,25672,69947
IBM,Energy,Pharmaceutical,320137,86047,89668
NETFLIX,Pharma,Pharmaceutical,499650,75925,38354
TESLA,Pharma,Software,301891,64087,31091
META,Technology,Software,146967,89137,82801
META,Healthcare,Banking Sector,266933,83346,51260
IBM,Banking,Healthcare,260051,91066,31145
TESLA,Banking,Software,244087,42261,58921
WALMART,Retailing,Pharmaceutical,758343,52729,63838
MICROSOFT,Banking,Pharmaceutical,375874,53103,66618
ADOBE,Pharma,Software,821043,33998,78127
META,Automobile,Petroleum,347365,51952,53354
APPLE,Pharma,Pharmaceutical,711522,43190,39426
NETFLIX,Technology,Vehicle Manufacturing,626137,60665,47368
ORACLE,Automobile,Software,775437,51060,56091
AMAZON,Energy,Software,532994,71935,83678
AMAZON,Banking,Vehicle Manufacturing,382126,45865,32287
ORACLE,Pharma,Stocks,847412,91246,32309
TESLA,Banking,Software,176223,50542,71797
NETFLIX,Healthcare,Healthcare,314601,30925,60329
MICROSOFT,Banking,Banking Sector,736476,48318,62453
IBM,Energy,Banking Sector,478538,42365,71700
ADOBE,Banking,General,239969,17213,67679
TESLA,Pharma,Vehicle Manufacturing,560822,44958,59076
TESLA,Pharma,General,601359,36117,60758
APPLE,Banking,Software,842553,46615,84222
MICROSOFT,Energy,Software,488169,16175,31385
GOOGLE,Pharma,General,754895,64966,51498
ORACLE,Pharma,General,425122,34154,77314
IBM,Banking,Vehicle Manufacturing,662627,53787,35445
NETFLIX,Retailing,Banking Sector,640813,76144,40186
APPLE,Pharma,Software,774659,24740,72458
AMAZON,Pharma,Healthcare,554088,21483,58346
ADOBE,Energy,Vehicle Manufacturing,752700,40438,88290
TESLA,Pharma,Stocks,199702,62761,35562
IBM,Healthcare,Banking Sector,669892,78812,79857
GOOGLE,Energy,Stocks,821980,68760,72612
AMAZON,Banking,Petroleum,160790,81346,46143
APPLE,Technology,General,626463,58104,45800
META,Healthcare,Petroleum,422556,32916,40677
META,Automobile,General,378974,68267,40962
NETFLIX,Healthcare,Pharmaceutical,412581,40069,45046
GOOGLE,Healthcare,Software,695100,79404,52518
ORACLE,Automobile,Pharmaceutical,833677,87923,38436
NETFLIX,Healthcare,Stocks,634187,71039,78114
META,Retailing,General,835292,28574,43220
NETFLIX,Technology,Healthcare,232625,66484,53578
APPLE,Pharma,Software,514723,56245,35042
META,Retailing,Stocks,798284,15725,79399
ORACLE,Healthcare,Petroleum,830345,74574,72938
META,Technology,Software,388819,88925,46761
ADOBE,Banking,Stocks,351805,26801,63815
IBM,Technology,Pharmaceutical,184114,74476,45873
IBM,Healthcare,Petroleum,847437,88307,77786
META,Energy,Vehicle Manufacturing,676639,39870,41500
NETFLIX,Healthcare,Software,142106,46083,52587
NETFLIX,Pharma,Software,565557,38800,86804
ADOBE,Pharma,Vehicle Manufacturing,475114,43906,60334
GOOGLE,Retailing,Healthcare,181208,36207,31869
AMAZON,Energy,Healthcare,700455,83609,62651
APPLE,Energy,Vehicle Manufacturing,633967,67460,63708
APPLE,Retailing,General,337031,44774,59065
WALMART,Retailing,Healthcare,381055,22606,38889
GOOGLE,Automobile,General,662276,21715,30680
AMAZON,Pharma,Software,189279,37204,50140
ADOBE,Energy,General,611763,73090,42761
AMAZON,Banking,Healthcare,429180,56731,42382
NETFLIX,Energy,Healthcare,455837,88577,56535
