Date,Country,Price(USD)
18-04-2016,USA,4.936702304
26-04-2020,Argentina,4.617292899
16-08-2019,Nepal,2.126226336
04-04-2022,China,3.937610355
21-01-2021,China,4.066163275
21-11-2021,China,4.849715256
21-09-2015,India,3.033957414
03-10-2015,Germany,6.015062635
11-12-2016,Germany,5.216555921
20-09-2021,Austria,7.421317833
07-01-2021,Nepal,4.052002879
19-04-2015,Austria,2.129807509
23-06-2015,India,2.146637464
02-11-2022,Argentina,5.369768145
10-07-2023,China,2.054787529
18-05-2023,China,4.67170582
29-01-2022,China,2.49143827
29-10-2021,Nepal,3.449594223
01-11-2017,India,3.10362067
02-06-2017,China,2.666401577
31-07-2018,UK,3.122709446
19-04-2019,UK,5.846612546
09-08-2023,Germany,6.082353387
21-08-2015,Argentina,2.731607497
08-10-2019,Singapore,4.791738544
10-01-2017,Nepal,7.764454031
24-07-2023,Austria,1.620272686
25-05-2017,Austria,5.718440369
12-07-2019,UK,1.971674721
16-12-2023,UK,3.383308908
23-02-2016,India,5.237673274
17-03-2022,Canada,5.37407058
01-07-2020,Brazil,6.562459471
16-09-2018,India,5.235601392
16-09-2018,India,3.219525795
12-04-2018,USA,3.778345019
06-10-2023,India,6.864447414
13-01-2023,Singapore,7.193140359
03-09-2022,Singapore,5.031568224
21-05-2020,USA,4.256639733
30-01-2021,India,1.838411266
24-12-2020,India,7.425759799
27-05-2020,Austria,7.531818034
08-11-2017,Brazil,5.517051522
02-07-2017,China,4.736836498
05-06-2019,Canada,2.726015039
15-07-2019,UK,6.494007839
09-05-2017,India,5.980952838
20-10-2022,USA,1.969518214
13-06-2019,Nepal,2.451329768
03-10-2022,China,4.725408932
02-10-2017,Canada,6.242677899
02-08-2022,Nepal,5.352210244
25-12-2020,Argentina,4.327289233
27-06-2016,Singapore,4.766341498
04-08-2021,Poland,8.102997397
08-12-2019,Brazil,7.004693048
10-03-2023,Germany,6.528490989
14-02-2017,Argentina,4.336390318
24-08-2022,China,5.164292913
22-09-2023,Nepal,2.668268692
27-05-2021,Canada,2.383678895
17-01-2017,USA,2.948251087
03-03-2017,Germany,8.463002135
14-04-2022,China,2.308753366
31-01-2015,Nepal,4.178005968
18-02-2018,China,4.115363912
02-07-2019,Brazil,4.910551149
09-06-2022,USA,3.008993015
25-10-2020,Poland,6.752432525
08-05-2023,Canada,7.556380251
03-03-2022,Argentina,2.478915807
23-08-2021,China,4.274525402
04-10-2016,India,1.61464631
15-05-2019,Austria,7.82564573
22-05-2018,China,4.907430834
10-04-2021,Canada,6.490231948
29-12-2015,Brazil,7.676684062
04-06-2015,Canada,2.412898763
02-07-2023,USA,3.217562047
31-10-2022,India,7.779272068
02-05-2023,UK,3.567926605
04-02-2015,USA,3.953885773
28-05-2023,Nepal,7.709325698
28-05-2022,Nepal,2.04686434
12-01-2022,China,3.983420691
03-05-2022,Singapore,5.36124708
29-05-2015,USA,8.037840254
18-08-2017,Canada,1.9742896
07-05-2019,Brazil,2.854355113
01-07-2016,Singapore,2.661617771
02-08-2015,UK,2.521573195
02-01-2020,Argentina,5.431130751
04-10-2020,USA,1.672784564
25-12-2023,Austria,5.914721553
17-07-2020,Brazil,1.668978931
15-12-2017,Nepal,3.838286516
08-05-2022,Germany,4.722036797
08-06-2020,Germany,3.785812668
02-07-2017,Brazil,1.856414449
10-06-2020,Singapore,5.599348149
15-02-2023,Canada,6.809447366
11-04-2021,Nepal,6.845477533
10-10-2018,USA,6.164240118
04-12-2018,Singapore,6.600651087
01-10-2023,Germany,5.041634176
06-10-2015,India,8.030633075
14-02-2017,Nepal,3.811064434
27-11-2018,Argentina,4.579030217
01-11-2020,Argentina,5.946432828
14-04-2021,India,2.495478692
13-12-2016,Austria,2.152327212
22-06-2016,Nepal,3.430318786
05-07-2017,Austria,1.793241548
22-03-2017,China,1.584803132
29-12-2017,India,2.861454121
29-04-2020,Germany,2.855649791
21-12-2019,India,4.488380446
10-10-2017,Germany,3.286035172
21-04-2018,Austria,1.503968872
02-07-2023,UK,2.64374008
01-03-2016,USA,3.35855382
19-08-2023,Canada,7.00908507
19-03-2018,Austria,4.778146307
23-04-2015,India,7.973752489
24-09-2015,Canada,2.29965913
06-10-2019,Poland,4.717243967
05-03-2022,Brazil,5.817588479
10-07-2015,Brazil,7.454156818
05-02-2020,China,5.539304189
05-11-2015,Singapore,7.724192122
23-01-2016,Argentina,3.814199048
27-10-2023,Poland,3.785731477
16-10-2023,India,6.174263029
17-12-2019,Argentina,5.628457074
05-04-2015,Poland,3.452752304
18-07-2017,Germany,6.948072786
24-06-2016,Austria,3.083392268
16-12-2018,USA,4.537113565
14-03-2015,China,3.797075373
27-07-2020,Singapore,3.603982646
20-12-2017,Argentina,8.439190312
07-09-2023,USA,8.164703169
13-03-2021,China,7.111716591
27-09-2022,China,2.245477615
28-09-2023,India,5.385098581
29-08-2015,Austria,7.66522309
12-02-2019,Austria,4.750433045
09-06-2015,India,7.982361426
24-10-2023,Argentina,5.2954649
05-06-2021,Brazil,4.388515176
24-02-2023,Nepal,4.435040712
08-02-2020,Brazil,3.593591709
01-10-2023,Austria,2.637118327
27-12-2019,Canada,8.139441375
11-07-2017,Poland,1.964244175
18-03-2023,Brazil,7.982871534
24-03-2018,USA,4.549363977
10-07-2020,Nepal,2.578321598
22-09-2017,Canada,8.348510334
24-11-2015,Brazil,8.063158151
08-02-2018,UK,3.656051894
05-06-2017,Canada,7.653740905
09-01-2015,Canada,7.994848614
07-05-2022,Nepal,5.618962567
14-10-2022,Nepal,4.51073943
06-12-2015,Austria,3.505273139
09-12-2020,Germany,7.131706582
01-02-2022,Brazil,2.614344002
11-04-2019,Brazil,5.65412229
19-01-2015,UK,2.204618831
04-12-2020,UK,7.073360087
26-01-2019,USA,2.550323738
02-12-2019,Nepal,4.948539319
19-10-2017,UK,8.040619752
09-12-2021,Argentina,6.035788328
02-10-2018,USA,1.514610829
31-03-2015,India,1.728792376
08-12-2016,China,8.385907448
08-02-2016,Brazil,6.251178069
19-04-2022,Argentina,4.000753512
26-04-2021,Germany,2.112641329
11-10-2017,India,7.750158088
03-01-2021,Brazil,2.199799167
02-10-2019,Germany,2.076420538
18-05-2020,USA,5.800543398
26-04-2018,Austria,7.026798786
10-12-2022,Nepal,7.269336454
15-07-2019,Canada,2.252769298
05-11-2018,Germany,3.539999055
20-10-2015,Singapore,2.001783161
16-06-2022,Germany,3.491113983
13-09-2018,UK,4.73635597
03-11-2023,China,2.60175829
04-05-2019,Argentina,5.104240177
07-12-2019,Canada,5.745385115
22-04-2018,Argentina,3.48587917
01-01-2018,Nepal,7.465095031
07-04-2019,Poland,2.639645613
29-09-2015,Canada,7.171895528
01-09-2020,Brazil,8.161932063
13-03-2020,China,3.555572887
11-02-2022,Argentina,7.202466151
25-09-2022,Nepal,7.148761053
26-10-2021,Austria,7.059802546
05-11-2017,China,6.163787553
03-01-2016,Austria,3.184768954
13-01-2019,India,6.422642299
30-08-2019,USA,2.056171882
09-07-2019,Germany,7.625991403
17-12-2023,India,2.253721461
02-12-2023,Canada,2.382768199
19-11-2022,Argentina,2.01409509
02-04-2018,Brazil,6.31408065
29-06-2020,Germany,3.174778387
18-05-2017,Canada,4.547343842
18-01-2017,UK,8.009112891
18-11-2016,Poland,8.098051114
09-02-2020,Singapore,6.605663189
15-01-2020,China,8.06205339
19-06-2017,Austria,7.769127468
14-02-2019,Poland,1.736852903
23-06-2019,India,4.23555995
10-07-2019,Brazil,1.962387453
04-04-2023,USA,7.387849465
21-08-2023,China,4.226913484
01-01-2017,Canada,4.744527628
26-09-2019,Nepal,6.986073479
28-07-2016,Brazil,4.647285722
14-10-2020,Brazil,6.716968795
12-08-2019,Argentina,4.456438799
12-09-2017,Brazil,8.2064558
24-05-2020,Germany,7.576937041
29-06-2023,India,1.552070924
27-12-2021,India,8.180027006
11-12-2016,Nepal,2.152514334
01-12-2019,Brazil,2.537174421
07-03-2015,India,3.180163649
25-08-2016,Germany,4.967503531
15-11-2019,China,7.851148273
28-08-2018,Argentina,2.763590462
23-07-2020,USA,6.896019593
11-10-2016,Poland,4.025092721
24-06-2018,Brazil,7.101460377
20-04-2017,Brazil,3.860258721
07-03-2015,UK,4.879588562
23-03-2023,Singapore,2.911992598
23-07-2018,India,3.827625437
08-10-2020,Poland,7.50441859
22-03-2022,Argentina,5.034867979
15-04-2017,Singapore,4.234831342
04-05-2017,Singapore,8.455417485
14-12-2022,Germany,7.986047598
22-01-2015,Austria,4.544563632
17-05-2018,Argentina,7.101956124
02-07-2019,Canada,8.248997651
29-01-2022,Germany,5.329862267
01-01-2019,Singapore,8.477530817
01-04-2023,Canada,1.811595619
18-01-2018,Brazil,1.625404312
22-11-2018,Germany,5.88929913
15-11-2017,UK,4.821622974
04-06-2015,Nepal,8.003338853
28-12-2015,Germany,5.50328355
19-08-2022,Brazil,7.34361519
28-11-2018,Austria,4.644899367
19-03-2021,China,7.740592372
02-10-2021,USA,7.217153874
27-10-2021,Poland,7.830663011
20-10-2023,China,4.263688049
31-12-2018,USA,5.215199728
28-06-2019,USA,3.052606565
14-10-2016,Canada,3.172859779
15-08-2021,USA,4.510075311
02-07-2019,UK,7.116738242
18-03-2022,China,5.246803453
24-11-2021,Singapore,8.079418331
27-10-2021,USA,5.012262874
29-03-2021,Argentina,7.062408048
25-09-2016,Poland,7.01595685
10-07-2017,Germany,6.143199357
14-12-2019,Canada,8.422078729
09-01-2016,Austria,5.238630069
12-11-2015,Singapore,3.512899968
29-03-2017,UK,7.486637158
20-07-2023,Nepal,5.425283
01-05-2016,Brazil,2.740657023
27-07-2018,Poland,2.901799545
27-11-2021,Poland,4.506503385
19-01-2022,Brazil,6.027900865
17-11-2018,Canada,1.644836275
27-12-2023,India,8.01757385
26-03-2020,Argentina,3.307352529
15-03-2020,Poland,3.546216396
14-11-2015,China,4.409029529
18-08-2023,Nepal,2.928653293
23-11-2015,India,4.030007375
30-04-2022,China,3.666446969
23-07-2018,Singapore,6.340902454
02-07-2019,Poland,1.980128389
12-07-2016,India,7.612548119
27-04-2016,USA,8.175098707
14-05-2015,UK,6.950654092
13-06-2017,China,8.256005721
14-12-2021,UK,6.85430205
02-08-2016,Brazil,2.350073304
09-09-2016,Singapore,4.757080582
01-09-2021,UK,4.868693103
30-08-2019,Germany,3.448103968
06-01-2016,UK,3.993813429
21-01-2020,UK,3.972681144
26-10-2016,Nepal,7.146213288
13-06-2017,Singapore,8.114585025
06-04-2022,Argentina,1.627592827
05-03-2015,Germany,7.130627347
24-09-2022,UK,8.444860849
27-01-2019,India,2.520690571
21-12-2015,India,5.154606959
09-04-2016,Argentina,5.24366458
06-11-2023,Canada,8.437794748
06-06-2021,Poland,3.959678085
11-09-2016,Brazil,7.474543577
21-02-2021,Nepal,2.224985709
26-03-2017,Singapore,6.931035196
20-12-2016,Nepal,2.986519867
07-07-2023,Austria,5.847525585
21-04-2018,Canada,6.914243662
06-02-2015,Argentina,6.381482828
30-01-2022,Argentina,3.087258397
25-05-2021,Poland,8.036573532
12-11-2019,Canada,5.40220436
24-11-2022,Canada,4.210929209
18-02-2022,Poland,4.082095626
10-07-2016,USA,1.754656376
03-05-2023,Austria,1.526052184
22-09-2018,Brazil,1.619849309
29-01-2020,Poland,8.037440357
08-03-2016,Poland,3.871079303
18-12-2017,Argentina,7.362633817
24-04-2016,Brazil,7.534047926
31-10-2016,UK,2.438557334
05-10-2020,UK,5.662539442
16-08-2017,Singapore,6.862876056
31-03-2019,Germany,2.450392114
27-09-2016,Canada,5.375095472
01-11-2021,Singapore,6.581325764
18-08-2023,Brazil,2.338271315
14-01-2022,USA,7.003023556
29-07-2019,Poland,3.719468368
18-06-2021,China,5.259570768
27-10-2021,Nepal,3.554159219
28-04-2020,UK,1.884391044
13-01-2023,China,6.153765662
11-02-2019,India,6.371347426
13-07-2017,Nepal,8.494965211
08-12-2021,China,3.879588365
28-12-2020,Nepal,8.369171847
19-12-2023,Singapore,4.046496663
11-09-2023,Canada,3.658695923
08-11-2020,China,4.348096156
01-07-2020,USA,8.368777052
22-04-2016,Brazil,2.793433033
04-06-2020,UK,7.586534194
31-08-2019,Singapore,5.720344873
10-03-2017,UK,4.037725134
31-12-2018,UK,8.322473629
03-06-2023,Brazil,3.728182094
15-11-2015,UK,2.778332703
07-06-2017,Austria,5.57559738
05-06-2021,UK,3.120635654
20-06-2020,China,3.68041966
02-12-2016,Singapore,6.783884419
12-05-2015,UK,7.181039713
24-06-2015,Singapore,8.046465159
04-11-2023,Argentina,5.322452374
17-06-2017,Singapore,6.105297968
21-12-2015,UK,7.767280689
16-12-2023,USA,3.683245372
27-12-2017,Nepal,2.150772345
13-10-2021,Brazil,3.383337328
19-02-2016,USA,2.458241436
12-09-2017,UK,8.142886777
25-10-2018,Germany,1.528066142
19-05-2020,Canada,1.797673935
10-03-2023,Brazil,4.341920829
06-05-2017,UK,3.349975751
08-01-2020,Germany,8.077600195
21-09-2017,Austria,2.074062149
20-11-2022,India,2.795904454
14-11-2022,Germany,6.40488226
29-09-2019,UK,5.915872139
10-08-2023,USA,4.792209719
05-11-2017,Argentina,6.457130476
25-12-2021,India,6.665031692
05-03-2021,Poland,5.067791169
28-05-2017,Nepal,1.53700543
19-04-2019,Singapore,7.625509194
03-02-2015,Germany,7.062627093
20-10-2019,Austria,4.948569654
19-02-2016,Austria,1.915601626
13-04-2021,Austria,5.792805699
18-08-2018,Nepal,2.847302554
20-02-2022,Singapore,3.548944141
23-07-2016,India,4.331644154
31-10-2020,Germany,4.380801129
28-11-2020,Germany,3.513639278
04-01-2016,Austria,5.814693935
30-11-2018,UK,6.448330536
03-09-2016,China,6.038363302
07-01-2015,Canada,1.510168477
10-03-2023,UK,4.338814744
14-01-2021,Austria,6.727499446
05-06-2022,Argentina,2.397337251
11-10-2021,India,7.201123614
08-02-2019,Germany,2.339840649
14-07-2019,Poland,3.241460926
13-09-2018,Argentina,1.78144337
04-09-2015,Austria,6.714161033
01-06-2016,Argentina,2.00539477
02-09-2017,Nepal,2.430734491
20-09-2020,Austria,3.435843495
07-06-2023,UK,5.522023067
10-02-2021,Poland,2.97143475
25-05-2016,UK,7.309794954
16-01-2018,USA,4.393490849
02-01-2021,Brazil,2.944334128
26-06-2022,India,2.528912888
16-05-2020,Poland,6.999182372
07-09-2020,Brazil,3.775781288
25-03-2016,Nepal,4.151072477
25-07-2017,Singapore,6.262201696
25-08-2015,Canada,6.141838144
25-02-2022,Poland,2.52140836
04-11-2023,Nepal,3.972247327
01-04-2021,Poland,7.506795106
20-06-2023,Poland,3.199379552
22-01-2020,Canada,8.144001066
01-08-2021,Nepal,1.842533982
16-02-2017,USA,4.533053735
03-10-2016,India,1.929832194
09-03-2016,USA,6.73827021
20-12-2023,Singapore,3.523510318
07-09-2023,Nepal,2.272915402
15-03-2022,China,2.484885029
17-02-2023,China,2.739420548
09-01-2023,USA,4.812637765
05-06-2019,Singapore,1.957065211
17-06-2021,Canada,3.934900851
23-02-2019,Poland,3.070210152
20-03-2022,Austria,6.31901633
13-03-2018,China,7.37627578
14-07-2017,Nepal,3.387476453
21-03-2016,Canada,3.043959603
22-04-2021,India,1.620020415
24-08-2021,Austria,6.016542505
17-06-2016,Nepal,3.032110228
22-07-2022,Singapore,5.067883972
12-07-2016,India,2.268770791
26-07-2018,Argentina,4.095838552
13-09-2015,China,6.329354947
16-01-2015,China,7.534016852
07-07-2020,Singapore,7.096229361
11-05-2020,Argentina,4.326003173
30-03-2022,UK,5.470091072
06-10-2018,UK,3.188580396
30-01-2017,China,3.264691373
09-09-2020,Austria,6.804158447
12-04-2018,Poland,8.019601382
17-03-2022,Germany,5.520895694
10-06-2016,Singapore,7.952792371
31-03-2019,Poland,4.979256867
19-08-2019,Singapore,1.523595862
13-01-2018,USA,3.791636738
27-03-2015,Argentina,6.887805722
23-12-2022,Nepal,5.475657444
17-09-2015,USA,4.867134767
10-01-2018,India,2.259263651
20-08-2017,China,6.546165372
23-12-2020,Nepal,3.258173986
24-10-2021,China,5.603346492
27-06-2016,Poland,4.313675707
28-01-2023,Germany,5.456509716
21-05-2017,Brazil,2.172629525
02-12-2022,Canada,5.872334572
25-08-2018,Austria,3.773005391
04-01-2015,Brazil,3.998164574
09-03-2021,Austria,5.227401907
13-03-2015,Canada,3.093043774
18-03-2019,Singapore,1.615019618
17-01-2022,UK,2.222346909
21-04-2019,India,3.119131028
07-02-2020,USA,2.934715459
04-05-2020,Nepal,5.244865
21-02-2019,Argentina,2.008227749
29-06-2018,Poland,8.428422144
24-05-2021,Singapore,4.588968225
11-03-2021,India,3.045125106
28-07-2018,Austria,3.029293199
13-07-2015,UK,1.756311057
09-05-2023,USA,7.927424186
20-06-2019,Nepal,2.34194225
17-02-2021,China,6.001134583
01-09-2021,Canada,7.751719158
07-06-2022,UK,3.885699991
23-12-2019,Austria,5.78241825
28-01-2017,UK,7.137910625
06-05-2021,Germany,5.258237602
17-05-2018,Poland,8.067902001
04-05-2022,Austria,1.809193882
31-10-2020,Argentina,3.439570507
23-04-2023,India,6.101079146
20-10-2018,Argentina,6.600652144
01-09-2018,Canada,7.219457924
24-08-2020,Austria,7.070056005
15-02-2019,Brazil,2.200654809
23-10-2023,Singapore,5.580154468
03-09-2016,Germany,3.443689711
08-11-2023,Nepal,6.374653581
15-12-2018,Brazil,6.773291716
09-12-2019,Singapore,6.37157304
15-05-2016,USA,6.672304896
25-01-2022,Poland,5.501929567
05-04-2019,Poland,3.426805521
21-01-2017,India,7.256198176
07-03-2015,Austria,6.662325005
22-08-2023,Argentina,2.755740951
07-10-2019,Austria,2.883512668
06-04-2020,China,4.725985836
03-03-2018,Poland,4.646269087
28-06-2018,Germany,2.441605279
13-10-2022,UK,6.580206911
14-02-2022,Argentina,2.929145244
08-07-2023,Poland,6.796125726
14-09-2018,China,7.34322477
01-08-2023,Nepal,2.57750634
13-01-2022,UK,7.335337678
31-05-2022,India,4.81611037
05-03-2016,USA,2.699626056
31-08-2018,USA,5.231207633
30-12-2023,Poland,7.400353977
18-06-2023,Nepal,2.25967094
05-12-2015,India,2.982496228
24-12-2023,India,4.405369876
05-02-2016,Nepal,3.104799888
16-05-2019,India,3.362980708
22-08-2022,Singapore,6.496056154
16-11-2020,Poland,5.216060621
09-10-2017,Germany,7.792825414
18-02-2015,Germany,8.39085267
31-03-2015,Canada,2.6017801
17-02-2015,Germany,5.229934474
01-10-2019,Germany,3.009113101
25-06-2020,Canada,4.474204221
02-08-2023,Germany,7.356830206
06-07-2016,Canada,3.454227717
02-03-2023,China,5.743969183
14-02-2016,Argentina,7.088114786
30-03-2022,USA,2.873887545
10-11-2015,China,4.1286829
14-06-2022,Singapore,4.75407872
17-06-2017,UK,7.623073198
29-11-2017,UK,7.076212599
04-07-2017,India,7.805816579
19-09-2022,Austria,6.659025043
21-10-2018,Singapore,8.146938309
09-12-2016,UK,5.420453939
11-02-2022,Nepal,7.865330864
03-04-2020,Germany,6.487142825
25-12-2021,India,1.869821888
15-02-2023,India,5.27317761
22-12-2019,Austria,7.092600263
08-06-2016,Austria,7.856008815
06-01-2018,Singapore,7.508122096
30-08-2021,Singapore,7.690947097
05-05-2023,Austria,5.273020192
02-03-2018,UK,3.873783705
28-03-2017,Singapore,2.154755695
22-06-2018,China,3.824531025
10-11-2023,India,7.296770753
16-03-2023,USA,4.494044948
04-04-2019,Austria,2.477987003
18-11-2023,Austria,6.391428638
11-03-2018,UK,5.125685461
20-01-2016,Germany,4.596433524
20-08-2023,Nepal,6.546438861
24-09-2020,Singapore,2.061098182
26-11-2022,Brazil,4.726294437
18-07-2018,Poland,3.434178896
20-03-2020,Brazil,1.709720829
13-01-2020,USA,6.960332909
26-02-2020,Poland,6.336184779
10-02-2022,Argentina,1.712431852
23-03-2023,Brazil,2.65446754
17-06-2018,Argentina,7.155804965
03-05-2021,Germany,2.067442377
19-06-2016,Argentina,2.832954119
13-09-2019,UK,4.572853405
22-11-2022,Singapore,6.03283402
30-03-2016,USA,7.0122605
08-05-2019,Argentina,8.280505689
18-05-2023,USA,6.534577854
30-12-2020,Brazil,3.689908182
04-10-2015,Poland,2.306102906
17-04-2015,Singapore,6.019249238
15-09-2019,China,3.32562846
05-03-2021,UK,5.320426633
17-06-2022,India,5.702438039
13-01-2017,Germany,5.280093479
24-05-2022,China,4.937974242
08-04-2022,UK,2.554040739
14-09-2020,China,5.009907949
29-06-2017,USA,3.698795443
01-10-2021,Canada,1.782682147
09-06-2015,Nepal,4.77118943
19-03-2023,USA,5.694481539
06-02-2016,USA,6.134259796
07-08-2022,Austria,4.145270164
03-11-2019,Poland,3.89042401
14-01-2017,Brazil,6.567294587
12-09-2018,China,5.210246548
04-01-2015,Nepal,4.144048206
08-05-2020,UK,3.150612421
06-01-2017,India,7.08390092
07-03-2021,Singapore,3.094913266
13-11-2022,Brazil,4.086964075
06-06-2023,USA,4.063474493
01-05-2020,India,6.995979354
09-07-2022,Nepal,6.607197794
18-06-2020,Singapore,6.500016758
30-03-2021,Poland,4.788384574
09-10-2022,Nepal,2.955415604
09-05-2021,Nepal,5.714717619
19-07-2017,Germany,5.407836618
07-07-2016,Germany,3.9855395
03-11-2020,USA,6.906565334
13-12-2021,Poland,8.171738092
02-06-2020,Singapore,2.793364993
07-12-2016,UK,1.924982361
13-04-2019,USA,7.996970198
06-01-2017,Nepal,3.269705831
10-04-2021,Singapore,2.369851189
26-09-2023,Singapore,7.906644491
06-06-2017,Argentina,1.534802108
26-09-2017,Poland,6.632994978
14-01-2015,Poland,2.742115511
05-03-2015,Canada,4.989130565
06-08-2018,Austria,5.109643447
08-03-2023,Nepal,6.527269798
02-09-2017,Austria,5.198249106
05-08-2021,UK,4.297960988
12-02-2020,Austria,2.584026536
18-02-2020,UK,2.490506685
29-07-2015,Nepal,5.833522795
08-08-2023,China,6.581927279
29-12-2015,Singapore,5.499942999
21-08-2020,Poland,6.168852777
26-10-2020,China,4.353488483
28-02-2019,India,1.644965624
28-06-2016,Nepal,6.795356184
11-09-2017,India,4.077795603
10-05-2022,Argentina,7.415277218
29-09-2023,Nepal,2.997120229
12-02-2022,China,8.225415568
21-12-2021,China,2.075177939
26-01-2018,USA,7.254258422
15-04-2022,China,8.118169925
23-09-2019,Poland,4.229165965
16-08-2015,Brazil,8.122992026
03-10-2018,Brazil,6.803606048
09-07-2015,USA,2.806123613
14-02-2016,Austria,6.547868876
24-06-2022,Brazil,3.879515021
12-02-2020,Poland,2.808687188
26-02-2023,Austria,8.214528986
03-07-2017,Argentina,1.662848701
22-05-2022,UK,4.788824354
08-11-2017,China,4.378341381
07-03-2020,China,7.54158929
01-08-2016,Singapore,5.529965868
30-06-2021,Singapore,5.03651436
17-03-2018,USA,6.904258278
02-08-2017,Argentina,2.262756285
19-02-2019,Austria,5.39263226
11-08-2022,Singapore,5.131228345
01-09-2019,China,3.820858606
17-03-2022,India,4.759778882
09-10-2018,Argentina,1.930710567
21-09-2023,Argentina,3.879503051
05-06-2020,China,6.30779219
10-11-2015,USA,8.451882183
28-02-2023,China,3.171719733
17-01-2023,Austria,2.962560227
01-01-2020,Brazil,2.860302424
09-02-2018,Singapore,3.304019646
07-10-2016,Brazil,7.684361741
08-02-2020,UK,4.263040007
30-04-2017,Austria,7.146934941
06-09-2020,UK,2.130403389
10-10-2017,Argentina,5.698986316
31-07-2018,Singapore,4.76515013
29-09-2022,UK,5.310645411
29-01-2019,Germany,8.329131822
16-08-2020,Austria,5.653223922
19-07-2023,Poland,6.251480746
12-08-2017,Canada,3.017475806
18-08-2016,Nepal,6.008197637
03-10-2016,Austria,1.77447802
30-08-2022,Nepal,7.483694719
23-10-2017,Argentina,2.037884315
12-07-2019,UK,7.926912772
18-04-2016,Germany,6.829475101
19-01-2022,Canada,6.808788476
10-06-2018,Brazil,8.43995369
28-02-2019,UK,4.731991892
20-12-2020,Singapore,7.508649207
02-04-2019,Singapore,6.542002492
17-11-2015,Singapore,7.742767267
17-06-2020,USA,7.880576307
21-03-2017,Austria,7.242442013
05-07-2022,USA,5.602631977
12-09-2020,Brazil,6.950431115
05-04-2019,UK,5.348183043
09-02-2023,Germany,5.167088214
06-03-2017,USA,3.210700853
02-01-2020,Nepal,3.836963715
12-03-2019,Poland,6.419870224
22-03-2019,China,6.604828082
12-05-2019,Germany,2.337906619
12-06-2021,Argentina,7.85555791
12-01-2023,USA,7.675968895
25-12-2018,Poland,2.995912356
06-12-2015,Brazil,5.768198375
23-03-2023,Brazil,2.437484109
04-07-2021,USA,2.033763589
06-06-2017,Germany,1.996388813
20-02-2020,UK,7.595891175
06-04-2018,Poland,6.903071895
22-12-2016,China,2.261992967
26-02-2019,China,3.080908609
12-06-2015,Nepal,5.209219652
24-01-2016,Brazil,7.366456607
17-07-2018,Germany,2.475055578
04-03-2022,Nepal,2.86294149
27-09-2021,Argentina,2.603746732
22-12-2020,Austria,5.745978335
02-03-2022,Singapore,2.535176244
14-05-2018,Austria,4.65904355
18-04-2016,Brazil,3.863862797
02-01-2023,UK,2.14557319
10-06-2015,USA,6.367919573
24-02-2015,Argentina,3.557638682
29-03-2018,Singapore,5.252735226
25-04-2017,Argentina,1.799974053
16-03-2018,Brazil,5.913345703
29-12-2019,Brazil,3.163540583
30-11-2017,Nepal,4.500686661
30-08-2015,Argentina,1.824508821
07-10-2015,Argentina,2.171897321
30-03-2015,Argentina,2.401505135
19-12-2022,USA,8.071916523
15-07-2019,Austria,7.623803637
22-12-2017,USA,5.141795942
05-02-2015,Austria,4.029254703
25-08-2018,Nepal,7.691777209
07-01-2018,UK,7.227206134
21-10-2017,USA,4.203988851
05-06-2023,Poland,4.689401273
01-07-2021,Brazil,8.082164677
17-03-2015,Austria,2.199620222
08-11-2016,India,6.87316246
07-01-2021,China,7.78245538
05-12-2020,Brazil,1.864364503
10-12-2019,Nepal,5.06353072
16-12-2018,India,4.553683229
12-02-2015,UK,4.897702861
18-12-2015,Canada,4.471314917
27-03-2021,Singapore,6.009056541
26-04-2022,India,5.848250661
18-02-2018,Singapore,7.319740764
10-05-2017,China,6.747643417
11-02-2023,USA,2.310799976
31-03-2021,China,7.774523488
22-07-2021,USA,7.056679589
14-08-2015,Canada,6.961702849
02-11-2020,Brazil,3.589081799
07-03-2021,Canada,7.539835786
28-02-2020,Singapore,6.656606825
25-06-2015,Singapore,2.45546691
29-11-2023,USA,2.983725247
27-02-2018,Poland,4.120118203
06-11-2022,Argentina,2.368959884
17-04-2016,UK,6.169180234
08-07-2022,Canada,6.337754442
26-02-2020,USA,5.739774412
29-11-2018,USA,5.051796307
12-01-2020,Germany,5.565905377
27-06-2018,UK,7.123005673
17-07-2018,China,5.518612461
06-09-2021,USA,6.502569385
05-09-2022,Canada,8.443258686
12-07-2018,Germany,7.151273952
27-09-2017,Nepal,6.793530995
25-08-2019,Argentina,5.509511652
06-04-2021,Poland,4.445165443
03-04-2022,Germany,5.509006811
04-11-2021,Nepal,7.587059941
06-08-2015,Poland,3.574881686
22-03-2023,Singapore,5.992245236
19-06-2022,Germany,6.722133078
21-12-2018,Poland,6.247955056
28-04-2015,Canada,2.127582783
25-01-2022,Singapore,3.568832614
04-05-2023,Singapore,6.984715317
18-07-2020,Germany,4.18869188
14-03-2015,Germany,3.237405688
11-04-2018,Brazil,5.457379101
17-06-2018,China,1.648913558
17-07-2019,Singapore,7.711368868
08-11-2016,Germany,5.83148535
29-01-2018,Austria,8.173019374
19-07-2023,Austria,2.258484075
27-01-2022,Austria,3.561021585
08-07-2017,India,6.93388146
15-11-2021,Nepal,4.329485215
06-04-2018,Singapore,8.224396226
20-11-2022,USA,4.354733731
03-09-2017,Argentina,1.660724692
28-12-2019,Singapore,4.81084285
10-07-2021,Nepal,5.981676294
23-02-2016,Canada,6.846541315
23-06-2021,USA,5.993551687
